Store Nbr	Store Name	FORMATO	WH
6422	BD RIVERA CIUDAD VICTORIA	BODEGA	7490
6448	MB BALANCAN NORTE	MIBODEGA	7468
6451	MB PETO	MIBODEGA	4188
6482	WM GLORIETA SAN LUIS POTO	SUPERCENTER	7464
6484	MB CANDELARIA CAMPECHE	MIBODEGA	7468
6486	MB CINTALAPA OESTE	MIBODEGA	7468
6505	MB LAS QUINTAS ZACATECAS	MIBODEGA	5907
6506	MB LA JUNTA NORTE	MIBODEGA	4640
6507	MB ACATLAN JARDINES DEL B	MIBODEGA	7468
6508	MB MAPASTEPEC SUR	MIBODEGA	7468
6510	SC PUERTO PENASCO SONORA	SUPERCENTER	4924
6512	BD BOULEVARD EL REFUGIO	BODEGA	7490
6515	SC TORREON NORTE	SUPERCENTER	7490
6520	SC ZARAGOZA PANTITLAN	SUPERCENTER	7471
6521	BD HACIENDA SANTA FE	BODEGA	7493
6522	MB GENERAL TERAN	MIBODEGA	5922
6525	BD FENAPO	BODEGA	7494
6526	BD NOPALUCANÂ NORTE	BODEGA	7471
6582	BD MONTE CRISTAL	BODEGA	7490
6589	BD ALLENDE ZUAZUA	BODEGA	7490
6614	MB TAPILULA CARRETERA	MIBODEGA	7468
6617	BD EMILIANO ZAPATA MORELO	BODEGA	7471
6618	BD MISION MAGDALENA	BODEGA	4924
6655	BD COMALCALCO VILLA MAYA	BODEGA	7468
6656	MB YANGA	MIBODEGA	7471
6657	MB AHUACATLAN	MIBODEGA	5907
6659	SC PUERTO PROGRESO	SUPERCENTER	4188
6676	MD CHOCAMAN	MIBODEGA	7471
6681	MB ACULCO CARRETERA	MIBODEGA	8805
6683	BD GUADALUPE LIBRAMIENTO	BODEGA	7493
6685	MB PARACHO	MIBODEGA	5907
6687	BD VILLA BONITA	BODEGA	7487
6691	BD PURUANDIRO NORTE	BODEGA	7493
6705	SPR ZIZANA (AA)	WMEXPRESS	7464
6751	BD PASEO SANTA ISABEL	BODEGA	7490
6756	SC REAL TECOMAN	SUPERCENTER	7493
6766	BD JOCOTEPEC CHAPALA	BODEGA	7493
6768	SC ZONA PLATEADA	SUPERCENTER	7464
6799	MB VICENTE GUERRERO TABAS	MIBODEGA	7468
6800	BD REVOLUCION EMPALME	BODEGA	7487
6801	MB PILCAYA GLORIETA	MIBODEGA	7471
6804	BD REAL COSTA RICA	BODEGA	7487
6833	BD HACIENDA SAN IGNACIO	BODEGA	7493
6834	SC SAHUAYO	SUPERCENTER	7493
6835	SC LOMAS DE ANAHUAC ESCOB	SUPERCENTER	7490
6879	BD INGENIO EL DORADO	BODEGA	7487
6883	BD CIUDAD GUZMAN	BODEGA	7493
6916	BD ROMITA PONIENTE	BODEGA	7494
6918	BD RIO COLORADO 42	BODEGA	4924
7023	SC SANTA CECILIA OCOTLAN	SUPERCENTER	7493
